STENCIL SYNERGY (Manual split) RESULTS
----------------------------------------------------------------------------------------------------------------
Mode                   N        Step  Iters   K%%    Threads  Total(ms)    Cold(ms)     Warm(ms)     Read(ms)     UMback(ms)
um_migrate             4096     2     5       10     64       65.852       32.044       33.808       10.300       1.095     
um_migrate             4096     2     5       15     1        62.347       30.372       31.975       10.289       1.036     
um_migrate             4096     2     5       15     2        63.334       30.901       32.433       10.313       0.999     
um_migrate             4096     2     5       15     4        62.615       30.187       32.428       10.297       1.030     
um_migrate             4096     2     5       15     8        63.246       31.036       32.210       10.294       1.050     
um_migrate             4096     2     5       15     16       62.984       30.873       32.111       10.301       1.010     
um_migrate             4096     2     5       15     32       61.590       29.888       31.702       10.356       1.041     
um_migrate             4096     2     5       15     64       63.150       31.134       32.016       10.318       0.998     
um_migrate             4096     2     5       20     1        58.918       28.556       30.362       10.294       0.989     
um_migrate             4096     2     5       20     2        59.596       29.065       30.531       10.301       0.981     
um_migrate             4096     2     5       20     4        59.383       28.895       30.488       10.319       0.975     
um_migrate             4096     2     5       20     8        60.298       29.445       30.853       10.507       0.937     
um_migrate             4096     2     5       20     16       59.832       29.017       30.815       10.444       1.004     
um_migrate             4096     2     5       20     32       59.953       29.738       30.215       10.424       0.984     
um_migrate             4096     2     5       20     64       59.327       29.489       29.838       10.311       0.987     
um_migrate             4096     2     5       25     1        55.049       27.024       28.025       10.308       0.920     
um_migrate             4096     2     5       25     2        54.431       26.692       27.739       10.822       0.949     
um_migrate             4096     2     5       25     4        54.641       26.772       27.869       10.540       0.899     
um_migrate             4096     2     5       25     8        55.031       26.990       28.041       10.880       0.931     
um_migrate             4096     2     5       25     16       55.692       27.091       28.601       10.765       0.938     
um_migrate             4096     2     5       25     32       54.643       27.058       27.585       10.596       0.924     
um_migrate             4096     2     5       25     64       56.092       27.567       28.525       10.335       0.952     
um_migrate             4096     2     5       30     1        51.214       25.069       26.145       11.061       0.874     
um_migrate             4096     2     5       30     2        51.363       25.655       25.708       11.134       0.890     
um_migrate             4096     2     5       30     4        52.231       25.566       26.665       11.087       0.852     
um_migrate             4096     2     5       30     8        51.807       25.057       26.750       11.008       0.865     
um_migrate             4096     2     5       30     16       51.234       25.025       26.209       10.851       0.885     
um_migrate             4096     2     5       30     32       52.559       25.523       27.036       10.599       0.920     
um_migrate             4096     2     5       30     64       52.171       25.458       26.713       10.342       0.865     
gh_hbm_shared          4096     2     5       10     1        65.987       31.685       34.302       16.740       --        
gh_hbm_shared          4096     2     5       10     2        64.901       31.453       33.448       16.797       --        
gh_hbm_shared          4096     2     5       10     4        66.932       33.102       33.830       16.840       --        
gh_hbm_shared          4096     2     5       10     8        66.911       32.839       34.072       16.812       --        
gh_hbm_shared          4096     2     5       10     16       65.410       31.745       33.665       16.720       --        
gh_hbm_shared          4096     2     5       10     32       65.574       31.935       33.639       16.565       --        
gh_hbm_shared          4096     2     5       10     64       66.524       32.606       33.918       16.584       --        
gh_hbm_shared          4096     2     5       15     1        62.194       30.525       31.669       16.250       --        
gh_hbm_shared          4096     2     5       15     2        62.630       30.437       32.193       16.187       --        
gh_hbm_shared          4096     2     5       15     4        63.661       30.497       33.164       16.294       --        
gh_hbm_shared          4096     2     5       15     8        62.541       30.340       32.201       16.420       --        
gh_hbm_shared          4096     2     5       15     16       63.072       30.907       32.165       16.440       --        
gh_hbm_shared          4096     2     5       15     32       61.949       30.226       31.723       16.355       --        
gh_hbm_shared          4096     2     5       15     64       62.699       30.670       32.029       16.231       --        
gh_hbm_shared          4096     2     5       20     1        59.563       28.810       30.753       15.992       --        
gh_hbm_shared          4096     2     5       20     2        59.709       29.180       30.529       16.174       --        
gh_hbm_shared          4096     2     5       20     4        58.729       28.648       30.081       16.343       --        
gh_hbm_shared          4096     2     5       20     8        59.710       29.380       30.330       16.288       --        
gh_hbm_shared          4096     2     5       20     16       59.153       29.070       30.083       16.137       --        
gh_hbm_shared          4096     2     5       20     32       59.905       29.434       30.471       16.045       --        
gh_hbm_shared          4096     2     5       20     64       60.173       29.215       30.958       15.914       --        
gh_hbm_shared          4096     2     5       25     1        56.341       27.642       28.699       16.233       --        
gh_hbm_shared          4096     2     5       25     2        54.798       26.628       28.170       16.361       --        
gh_hbm_shared          4096     2     5       25     4        55.026       27.157       27.869       16.332       --        
gh_hbm_shared          4096     2     5       25     8        55.700       27.460       28.240       16.199       --        
gh_hbm_shared          4096     2     5       25     16       56.760       27.571       29.189       16.004       --        
gh_hbm_shared          4096     2     5       25     32       56.384       27.727       28.657       15.948       --        
gh_hbm_shared          4096     2     5       25     64       54.789       27.101       27.688       15.709       --        
gh_hbm_shared          4096     2     5       30     1        50.745       24.919       25.826       16.064       --        
gh_hbm_shared          4096     2     5       30     2        51.837       25.682       26.155       16.159       --        
gh_hbm_shared          4096     2     5       30     4        51.054       25.097       25.957       16.026       --        
gh_hbm_shared          4096     2     5       30     8        51.480       25.164       26.316       15.844       --        
gh_hbm_shared          4096     2     5       30     16       51.995       25.319       26.676       15.711       --        
gh_hbm_shared          4096     2     5       30     32       51.446       25.222       26.224       15.497       --        
gh_hbm_shared          4096     2     5       30     64       51.283       25.262       26.021       15.297       --        
gh_cpu_shared          4096     2     5       10     1        2.210        1.147        1.063        10.291       --        
gh_cpu_shared          4096     2     5       10     2        2.178        1.113        1.065        10.523       --        
gh_cpu_shared          4096     2     5       10     4        2.179        1.114        1.065        10.395       --        
gh_cpu_shared          4096     2     5       10     8        2.179        1.112        1.067        10.403       --        
gh_cpu_shared          4096     2     5       10     16       2.178        1.111        1.067        10.328       --        
gh_cpu_shared          4096     2     5       10     32       2.181        1.114        1.067        10.325       --        
gh_cpu_shared          4096     2     5       10     64       2.280        1.205        1.075        10.340       --        
gh_cpu_shared          4096     2     5       15     1        3.345        1.691        1.654        10.784       --        
gh_cpu_shared          4096     2     5       15     2        2.119        1.103        1.016        10.850       --        
gh_cpu_shared          4096     2     5       15     4        2.083        1.070        1.013        10.657       --        
gh_cpu_shared          4096     2     5       15     8        2.078        1.064        1.014        10.579       --        
gh_cpu_shared          4096     2     5       15     16       2.082        1.068        1.014        10.460       --        
gh_cpu_shared          4096     2     5       15     32       2.084        1.067        1.017        10.348       --        
gh_cpu_shared          4096     2     5       15     64       2.192        1.171        1.021        10.337       --        
gh_cpu_shared          4096     2     5       20     1        4.071        2.057        2.014        10.976       --        
gh_cpu_shared          4096     2     5       20     2        2.440        1.248        1.192        10.899       --        
gh_cpu_shared          4096     2     5       20     4        1.991        1.028        0.963        10.830       --        
gh_cpu_shared          4096     2     5       20     8        1.983        1.020        0.963        10.757       --        
gh_cpu_shared          4096     2     5       20     16       1.986        1.023        0.963        10.607       --        
gh_cpu_shared          4096     2     5       20     32       1.989        1.020        0.969        10.390       --        
gh_cpu_shared          4096     2     5       20     64       2.101        1.133        0.968        10.343       --        
gh_cpu_shared          4096     2     5       25     1        4.627        2.338        2.289        10.945       --        
gh_cpu_shared          4096     2     5       25     2        2.584        1.343        1.241        10.936       --        
gh_cpu_shared          4096     2     5       25     4        1.920        1.009        0.911        10.884       --        
gh_cpu_shared          4096     2     5       25     8        1.893        0.981        0.912        10.703       --        
gh_cpu_shared          4096     2     5       25     16       1.901        0.980        0.921        10.782       --        
gh_cpu_shared          4096     2     5       25     32       1.895        0.980        0.915        10.499       --        
gh_cpu_shared          4096     2     5       25     64       2.012        1.092        0.920        10.371       --        
gh_cpu_shared          4096     2     5       30     1        4.971        2.556        2.415        10.658       --        
gh_cpu_shared          4096     2     5       30     2        2.839        1.490        1.349        10.448       --        
gh_cpu_shared          4096     2     5       30     4        1.836        0.979        0.857        10.586       --        
gh_cpu_shared          4096     2     5       30     8        1.801        0.941        0.860        10.596       --        
gh_cpu_shared          4096     2     5       30     16       1.809        0.940        0.869        10.632       --        
gh_cpu_shared          4096     2     5       30     32       1.809        0.939        0.870        10.555       --        
gh_cpu_shared          4096     2     5       30     64       1.921        1.053        0.868        10.366       --        
gh_hmm_pageable        4096     2     5       10     1        9.940        1.121        8.819        15.279       --        
gh_hmm_pageable        4096     2     5       10     2        9.093        0.833        8.260        15.310       --        
gh_hmm_pageable        4096     2     5       10     4        8.876        1.327        7.549        15.283       --        
gh_hmm_pageable        4096     2     5       10     8        8.716        2.920        5.796        15.284       --        
gh_hmm_pageable        4096     2     5       10     16       8.531        6.614        1.917        15.148       --        
gh_hmm_pageable        4096     2     5       10     32       8.527        8.239        0.288        15.283       --        
gh_hmm_pageable        4096     2     5       10     64       8.682        8.394        0.288        15.282       --        
gh_hmm_pageable        4096     2     5       15     1        10.006       1.517        8.489        14.961       --        
gh_hmm_pageable        4096     2     5       15     2        9.131        0.923        8.208        14.997       --        
gh_hmm_pageable        4096     2     5       15     4        8.638        1.349        7.289        14.881       --        
gh_hmm_pageable        4096     2     5       15     8        8.327        3.424        4.903        15.050       --        
gh_hmm_pageable        4096     2     5       15     16       8.870        7.161        1.709        15.033       --        
gh_hmm_pageable        4096     2     5       15     32       8.251        7.909        0.342        14.991       --        
gh_hmm_pageable        4096     2     5       15     64       8.289        7.962        0.327        15.002       --        
gh_hmm_pageable        4096     2     5       20     1        10.147       1.922        8.225        14.613       --        
gh_hmm_pageable        4096     2     5       20     2        8.931        1.157        7.774        14.666       --        
gh_hmm_pageable        4096     2     5       20     4        8.332        1.542        6.790        14.675       --        
gh_hmm_pageable        4096     2     5       20     8        7.997        3.503        4.494        14.670       --        
gh_hmm_pageable        4096     2     5       20     16       7.772        7.435        0.337        14.686       --        
gh_hmm_pageable        4096     2     5       20     32       7.746        7.447        0.299        14.571       --        
gh_hmm_pageable        4096     2     5       20     64       7.905        7.636        0.269        14.720       --        
gh_hmm_pageable        4096     2     5       25     1        10.260       2.300        7.960        14.293       --        
gh_hmm_pageable        4096     2     5       25     2        8.736        1.303        7.433        14.333       --        
gh_hmm_pageable        4096     2     5       25     4        7.943        1.519        6.424        14.377       --        
gh_hmm_pageable        4096     2     5       25     8        7.546        2.908        4.638        14.384       --        
gh_hmm_pageable        4096     2     5       25     16       7.305        6.108        1.197        14.400       --        
gh_hmm_pageable        4096     2     5       25     32       7.306        7.013        0.293        14.451       --        
gh_hmm_pageable        4096     2     5       25     64       7.312        7.056        0.256        14.465       --        
gh_hmm_pageable        4096     2     5       30     1        10.477       2.716        7.761        13.975       --        
gh_hmm_pageable        4096     2     5       30     2        8.588        1.511        7.077        14.051       --        
gh_hmm_pageable        4096     2     5       30     4        7.693        1.645        6.048        14.086       --        
gh_hmm_pageable        4096     2     5       30     8        7.159        3.641        3.518        14.065       --        
gh_hmm_pageable        4096     2     5       30     16       6.978        6.600        0.378        14.112       --        
gh_hmm_pageable        4096     2     5       30     32       6.919        6.602        0.317        14.129       --        
gh_hmm_pageable        4096     2     5       30     64       6.979        6.708        0.271        14.164       --        
gh_hmm_pageable_gpu_init 4096     2     5       10     1        4.130        2.125        2.005        15.768       --        
gh_hmm_pageable_gpu_init 4096     2     5       10     2        2.353        1.210        1.143        15.711       --        
gh_hmm_pageable_gpu_init 4096     2     5       10     4        1.457        0.753        0.704        15.672       --        
gh_hmm_pageable_gpu_init 4096     2     5       10     8        .990         0.519        0.471        15.587       --        
gh_hmm_pageable_gpu_init 4096     2     5       10     16       .784         0.427        0.357        15.524       --        
gh_hmm_pageable_gpu_init 4096     2     5       10     32       .776         0.452        0.324        15.433       --        
gh_hmm_pageable_gpu_init 4096     2     5       10     64       .859         0.551        0.308        15.390       --        
gh_hmm_pageable_gpu_init 4096     2     5       15     1        6.161        3.158        3.003        15.713       --        
gh_hmm_pageable_gpu_init 4096     2     5       15     2        3.444        1.762        1.682        15.730       --        
gh_hmm_pageable_gpu_init 4096     2     5       15     4        2.002        1.031        0.971        15.680       --        
gh_hmm_pageable_gpu_init 4096     2     5       15     8        1.252        0.654        0.598        15.392       --        
gh_hmm_pageable_gpu_init 4096     2     5       15     16       .904         0.493        0.411        15.418       --        
gh_hmm_pageable_gpu_init 4096     2     5       15     32       .821         0.482        0.339        15.388       --        
gh_hmm_pageable_gpu_init 4096     2     5       15     64       .891         0.566        0.325        15.150       --        
gh_hmm_pageable_gpu_init 4096     2     5       20     1        8.303        4.236        4.067        15.737       --        
gh_hmm_pageable_gpu_init 4096     2     5       20     2        4.471        2.290        2.181        15.733       --        
gh_hmm_pageable_gpu_init 4096     2     5       20     4        2.530        1.300        1.230        15.704       --        
gh_hmm_pageable_gpu_init 4096     2     5       20     8        1.527        0.794        0.733        15.647       --        
gh_hmm_pageable_gpu_init 4096     2     5       20     16       1.074        0.584        0.490        15.480       --        
gh_hmm_pageable_gpu_init 4096     2     5       20     32       .871         0.501        0.370        15.354       --        
gh_hmm_pageable_gpu_init 4096     2     5       20     64       .926         0.589        0.337        14.991       --        
gh_hmm_pageable_gpu_init 4096     2     5       25     1        10.561       5.387        5.174        15.730       --        
gh_hmm_pageable_gpu_init 4096     2     5       25     2        5.603        2.860        2.743        15.744       --        
gh_hmm_pageable_gpu_init 4096     2     5       25     4        3.140        1.613        1.527        15.732       --        
gh_hmm_pageable_gpu_init 4096     2     5       25     8        1.832        0.949        0.883        15.640       --        
gh_hmm_pageable_gpu_init 4096     2     5       25     16       1.220        0.650        0.570        15.518       --        
gh_hmm_pageable_gpu_init 4096     2     5       25     32       .969         0.549        0.420        15.322       --        
gh_hmm_pageable_gpu_init 4096     2     5       25     64       .970         0.614        0.356        15.031       --        
gh_hmm_pageable_gpu_init 4096     2     5       30     1        12.646       6.434        6.212        15.723       --        
gh_hmm_pageable_gpu_init 4096     2     5       30     2        6.684        3.399        3.285        15.721       --        
gh_hmm_pageable_gpu_init 4096     2     5       30     4        3.651        1.865        1.786        15.702       --        
gh_hmm_pageable_gpu_init 4096     2     5       30     8        2.105        1.089        1.016        15.659       --        
gh_hmm_pageable_gpu_init 4096     2     5       30     16       1.363        0.723        0.640        15.552       --        
gh_hmm_pageable_gpu_init 4096     2     5       30     32       1.033        0.584        0.449        15.263       --        
gh_hmm_pageable_gpu_init 4096     2     5       30     64       1.018        0.639        0.379        15.068       --        
um_migrate_no_prefetch 4096     2     5       10     1        68.446       34.948       33.498       16.590       --        
um_migrate_no_prefetch 4096     2     5       10     2        67.669       33.883       33.786       16.596       --        
um_migrate_no_prefetch 4096     2     5       10     4        68.731       35.225       33.506       16.449       --        
um_migrate_no_prefetch 4096     2     5       10     8        68.499       34.449       34.050       16.611       --        
um_migrate_no_prefetch 4096     2     5       10     16       68.250       34.471       33.779       16.791       --        
um_migrate_no_prefetch 4096     2     5       10     32       67.716       34.091       33.625       16.679       --        
um_migrate_no_prefetch 4096     2     5       10     64       66.197       33.728       32.469       15.923       --        
um_migrate_no_prefetch 4096     2     5       15     1        65.422       32.757       32.665       16.224       --        
um_migrate_no_prefetch 4096     2     5       15     2        65.167       33.054       32.113       16.286       --        
um_migrate_no_prefetch 4096     2     5       15     4        65.337       32.959       32.378       16.201       --        
um_migrate_no_prefetch 4096     2     5       15     8        65.206       32.954       32.252       16.266       --        
um_migrate_no_prefetch 4096     2     5       15     16       64.003       32.266       31.737       16.397       --        
um_migrate_no_prefetch 4096     2     5       15     32       64.767       32.675       32.092       16.366       --        
um_migrate_no_prefetch 4096     2     5       15     64       64.413       32.619       31.794       16.333       --        
um_migrate_no_prefetch 4096     2     5       20     1        59.924       30.491       29.433       15.895       --        
um_migrate_no_prefetch 4096     2     5       20     2        60.774       30.240       30.534       15.886       --        
um_migrate_no_prefetch 4096     2     5       20     4        61.055       30.584       30.471       15.984       --        
um_migrate_no_prefetch 4096     2     5       20     8        62.214       31.834       30.380       15.933       --        
um_migrate_no_prefetch 4096     2     5       20     16       61.888       31.374       30.514       15.905       --        
um_migrate_no_prefetch 4096     2     5       20     32       62.163       31.439       30.724       15.984       --        
um_migrate_no_prefetch 4096     2     5       20     64       60.770       31.100       29.670       15.891       --        
um_migrate_no_prefetch 4096     2     5       25     1        56.314       28.558       27.756       15.538       --        
um_migrate_no_prefetch 4096     2     5       25     2        57.508       28.930       28.578       15.535       --        
um_migrate_no_prefetch 4096     2     5       25     4        56.776       28.550       28.226       15.547       --        
um_migrate_no_prefetch 4096     2     5       25     8        56.863       28.872       27.991       15.542       --        
um_migrate_no_prefetch 4096     2     5       25     16       57.438       28.900       28.538       15.677       --        
um_migrate_no_prefetch 4096     2     5       25     32       57.278       28.684       28.594       15.680       --        
um_migrate_no_prefetch 4096     2     5       25     64       56.955       29.213       27.742       15.728       --        
um_migrate_no_prefetch 4096     2     5       30     1        52.481       26.204       26.277       15.197       --        
um_migrate_no_prefetch 4096     2     5       30     2        52.208       26.364       25.844       15.253       --        
um_migrate_no_prefetch 4096     2     5       30     4        53.039       26.963       26.076       15.311       --        
um_migrate_no_prefetch 4096     2     5       30     8        53.233       26.866       26.367       15.447       --        
um_migrate_no_prefetch 4096     2     5       30     16       52.848       26.928       25.920       15.535       --        
um_migrate_no_prefetch 4096     2     5       30     32       52.778       26.833       25.945       15.609       --        
um_migrate_no_prefetch 4096     2     5       30     64       53.086       26.660       26.426       15.349       --        
gh_hbm_shared_no_prefetch 4096     2     5       10     1        69.076       35.043       34.033       16.835       --        
gh_hbm_shared_no_prefetch 4096     2     5       10     2        69.717       35.149       34.568       16.749       --        
gh_hbm_shared_no_prefetch 4096     2     5       10     4        68.811       34.593       34.218       16.763       --        
gh_hbm_shared_no_prefetch 4096     2     5       10     8        68.063       34.485       33.578       16.677       --        
gh_hbm_shared_no_prefetch 4096     2     5       10     16       68.190       34.034       34.156       16.655       --        
gh_hbm_shared_no_prefetch 4096     2     5       10     32       69.017       34.801       34.216       16.591       --        
gh_hbm_shared_no_prefetch 4096     2     5       10     64       69.707       34.855       34.852       16.674       --        
gh_hbm_shared_no_prefetch 4096     2     5       15     1        64.446       32.590       31.856       16.288       --        
gh_hbm_shared_no_prefetch 4096     2     5       15     2        65.448       33.124       32.324       16.261       --        
gh_hbm_shared_no_prefetch 4096     2     5       15     4        65.873       33.444       32.429       16.328       --        
gh_hbm_shared_no_prefetch 4096     2     5       15     8        64.265       32.466       31.799       16.342       --        
gh_hbm_shared_no_prefetch 4096     2     5       15     16       65.110       32.919       32.191       16.441       --        
gh_hbm_shared_no_prefetch 4096     2     5       15     32       64.568       32.853       31.715       16.295       --        
gh_hbm_shared_no_prefetch 4096     2     5       15     64       63.684       32.211       31.473       16.201       --        
gh_hbm_shared_no_prefetch 4096     2     5       20     1        60.284       30.408       29.876       15.882       --        
gh_hbm_shared_no_prefetch 4096     2     5       20     2        60.219       30.514       29.705       15.902       --        
gh_hbm_shared_no_prefetch 4096     2     5       20     4        61.923       31.197       30.726       15.981       --        
gh_hbm_shared_no_prefetch 4096     2     5       20     8        60.654       30.760       29.894       15.971       --        
gh_hbm_shared_no_prefetch 4096     2     5       20     16       61.286       31.137       30.149       16.033       --        
gh_hbm_shared_no_prefetch 4096     2     5       20     32       60.098       30.316       29.782       16.058       --        
gh_hbm_shared_no_prefetch 4096     2     5       20     64       61.868       31.245       30.623       15.858       --        
gh_hbm_shared_no_prefetch 4096     2     5       25     1        56.994       29.126       27.868       15.549       --        
gh_hbm_shared_no_prefetch 4096     2     5       25     2        56.789       28.602       28.187       15.573       --        
gh_hbm_shared_no_prefetch 4096     2     5       25     4        57.750       29.175       28.575       15.522       --        
gh_hbm_shared_no_prefetch 4096     2     5       25     8        57.377       29.549       27.828       15.644       --        
gh_hbm_shared_no_prefetch 4096     2     5       25     16       58.880       29.716       29.164       15.743       --        
gh_hbm_shared_no_prefetch 4096     2     5       25     32       57.512       28.932       28.580       15.844       --        
gh_hbm_shared_no_prefetch 4096     2     5       25     64       58.337       29.662       28.675       15.650       --        
gh_hbm_shared_no_prefetch 4096     2     5       30     1        52.205       26.414       25.791       15.192       --        
gh_hbm_shared_no_prefetch 4096     2     5       30     2        53.369       27.011       26.358       15.161       --        
gh_hbm_shared_no_prefetch 4096     2     5       30     4        52.811       26.919       25.892       15.274       --        
gh_hbm_shared_no_prefetch 4096     2     5       30     8        53.550       27.217       26.333       15.323       --        
gh_hbm_shared_no_prefetch 4096     2     5       30     16       52.258       25.933       26.325       15.484       --        
gh_hbm_shared_no_prefetch 4096     2     5       30     32       54.139       27.234       26.905       15.596       --        
gh_hbm_shared_no_prefetch 4096     2     5       30     64       51.889       26.301       25.588       15.312       --        
----------------------------------------------------------------------------------------------------------------
um_migrate             8192     1     5       10     1        122.865      122.865      --           66.891       3.978     
um_migrate             8192     1     5       10     2        125.015      125.015      --           67.578       3.941     
um_migrate             8192     1     5       10     4        121.532      121.532      --           67.258       4.012     
um_migrate             8192     1     5       10     8        119.923      119.923      --           67.049       3.988     
um_migrate             8192     1     5       10     16       123.852      123.852      --           66.944       3.985     
um_migrate             8192     1     5       10     32       124.301      124.301      --           66.172       3.964     
um_migrate             8192     1     5       10     64       125.547      125.547      --           67.040       3.979     
um_migrate             8192     1     5       15     1        116.369      116.369      --           64.644       3.786     
um_migrate             8192     1     5       15     2        115.081      115.081      --           64.606       3.772     
um_migrate             8192     1     5       15     4        114.848      114.848      --           64.798       3.833     
um_migrate             8192     1     5       15     8        117.315      117.315      --           64.758       3.814     
um_migrate             8192     1     5       15     16       114.990      114.990      --           64.658       3.830     
um_migrate             8192     1     5       15     32       114.412      114.412      --           65.099       3.799     
um_migrate             8192     1     5       15     64       118.426      118.426      --           65.907       3.789     
um_migrate             8192     1     5       20     1        109.578      109.578      --           63.482       3.610     
um_migrate             8192     1     5       20     2        109.993      109.993      --           63.288       3.576     
um_migrate             8192     1     5       20     4        109.337      109.337      --           63.366       3.614     
um_migrate             8192     1     5       20     8        108.329      108.329      --           63.365       3.595     
um_migrate             8192     1     5       20     16       113.080      113.080      --           63.549       3.592     
um_migrate             8192     1     5       20     32       108.508      108.508      --           63.323       3.544     
um_migrate             8192     1     5       20     64       109.506      109.506      --           64.309       3.655     
um_migrate             8192     1     5       25     1        105.063      105.063      --           62.135       3.400     
um_migrate             8192     1     5       25     2        102.361      102.361      --           61.955       3.392     
um_migrate             8192     1     5       25     4        102.341      102.341      --           61.975       3.437     
um_migrate             8192     1     5       25     8        103.361      103.361      --           62.012       3.442     
um_migrate             8192     1     5       25     16       104.878      104.878      --           62.267       3.425     
um_migrate             8192     1     5       25     32       102.638      102.638      --           62.197       3.393     
um_migrate             8192     1     5       25     64       102.740      102.740      --           61.965       3.365     
um_migrate             8192     1     5       30     1        97.255       97.255       --           60.667       3.179     
um_migrate             8192     1     5       30     2        95.070       95.070       --           60.627       3.168     
um_migrate             8192     1     5       30     4        95.217       95.217       --           60.639       3.194     
um_migrate             8192     1     5       30     8        95.539       95.539       --           60.470       3.225     
um_migrate             8192     1     5       30     16       98.516       98.516       --           60.689       3.217     
um_migrate             8192     1     5       30     32       96.637       96.637       --           60.589       3.170     
um_migrate             8192     1     5       30     64       96.965       96.965       --           60.736       3.207     
gh_hbm_shared          8192     1     5       10     1        121.023      121.023      --           67.238       --        
gh_hbm_shared          8192     1     5       10     2        124.777      124.777      --           67.228       --        
gh_hbm_shared          8192     1     5       10     4        122.777      122.777      --           67.393       --        
gh_hbm_shared          8192     1     5       10     8        121.191      121.191      --           67.270       --        
gh_hbm_shared          8192     1     5       10     16       124.083      124.083      --           66.209       --        
gh_hbm_shared          8192     1     5       10     32       124.216      124.216      --           67.151       --        
gh_hbm_shared          8192     1     5       10     64       122.239      122.239      --           67.191       --        
gh_hbm_shared          8192     1     5       15     1        115.359      115.359      --           65.055       --        
gh_hbm_shared          8192     1     5       15     2        116.505      116.505      --           64.728       --        
gh_hbm_shared          8192     1     5       15     4        115.671      115.671      --           64.925       --        
gh_hbm_shared          8192     1     5       15     8        117.803      117.803      --           64.844       --        
gh_hbm_shared          8192     1     5       15     16       115.609      115.609      --           64.850       --        
gh_hbm_shared          8192     1     5       15     32       115.582      115.582      --           65.796       --        
gh_hbm_shared          8192     1     5       15     64       116.380      116.380      --           65.409       --        
gh_hbm_shared          8192     1     5       20     1        107.827      107.827      --           63.602       --        
gh_hbm_shared          8192     1     5       20     2        110.138      110.138      --           63.318       --        
gh_hbm_shared          8192     1     5       20     4        108.869      108.869      --           63.459       --        
gh_hbm_shared          8192     1     5       20     8        110.435      110.435      --           63.536       --        
gh_hbm_shared          8192     1     5       20     16       109.049      109.049      --           63.396       --        
gh_hbm_shared          8192     1     5       20     32       109.863      109.863      --           63.394       --        
gh_hbm_shared          8192     1     5       20     64       109.476      109.476      --           64.551       --        
gh_hbm_shared          8192     1     5       25     1        102.594      102.594      --           62.100       --        
gh_hbm_shared          8192     1     5       25     2        102.661      102.661      --           61.976       --        
gh_hbm_shared          8192     1     5       25     4        104.963      104.963      --           62.032       --        
gh_hbm_shared          8192     1     5       25     8        103.941      103.941      --           61.929       --        
gh_hbm_shared          8192     1     5       25     16       104.759      104.759      --           63.135       --        
gh_hbm_shared          8192     1     5       25     32       103.326      103.326      --           62.013       --        
gh_hbm_shared          8192     1     5       25     64       106.438      106.438      --           63.265       --        
gh_hbm_shared          8192     1     5       30     1        98.868       98.868       --           60.784       --        
gh_hbm_shared          8192     1     5       30     2        98.827       98.827       --           60.998       --        
gh_hbm_shared          8192     1     5       30     4        99.218       99.218       --           60.689       --        
gh_hbm_shared          8192     1     5       30     8        97.003       97.003       --           60.744       --        
gh_hbm_shared          8192     1     5       30     16       97.519       97.519       --           60.823       --        
gh_hbm_shared          8192     1     5       30     32       97.952       97.952       --           60.985       --        
gh_hbm_shared          8192     1     5       30     64       96.735       96.735       --           60.718       --        
gh_cpu_shared          8192     1     5       10     1        4.181        4.181        --           41.007       --        
gh_cpu_shared          8192     1     5       10     2        3.718        3.718        --           41.176       --        
gh_cpu_shared          8192     1     5       10     4        3.891        3.891        --           41.162       --        
gh_cpu_shared          8192     1     5       10     8        3.889        3.889        --           41.234       --        
gh_cpu_shared          8192     1     5       10     16       4.039        4.039        --           41.177       --        
gh_cpu_shared          8192     1     5       10     32       3.950        3.950        --           41.164       --        
gh_cpu_shared          8192     1     5       10     64       3.994        3.994        --           41.273       --        
gh_cpu_shared          8192     1     5       15     1        6.032        6.032        --           40.923       --        
gh_cpu_shared          8192     1     5       15     2        3.782        3.782        --           41.044       --        
gh_cpu_shared          8192     1     5       15     4        3.719        3.719        --           41.148       --        
gh_cpu_shared          8192     1     5       15     8        3.861        3.861        --           41.187       --        
gh_cpu_shared          8192     1     5       15     16       4.008        4.008        --           41.166       --        
gh_cpu_shared          8192     1     5       15     32       3.927        3.927        --           41.163       --        
gh_cpu_shared          8192     1     5       15     64       4.039        4.039        --           41.152       --        
gh_cpu_shared          8192     1     5       20     1        7.891        7.891        --           40.958       --        
gh_cpu_shared          8192     1     5       20     2        4.681        4.681        --           40.989       --        
gh_cpu_shared          8192     1     5       20     4        3.536        3.536        --           41.190       --        
gh_cpu_shared          8192     1     5       20     8        3.807        3.807        --           41.185       --        
gh_cpu_shared          8192     1     5       20     16       3.861        3.861        --           41.164       --        
gh_cpu_shared          8192     1     5       20     32       4.023        4.023        --           41.173       --        
gh_cpu_shared          8192     1     5       20     64       3.795        3.795        --           41.265       --        
gh_cpu_shared          8192     1     5       25     1        9.810        9.810        --           40.900       --        
gh_cpu_shared          8192     1     5       25     2        5.690        5.690        --           40.884       --        
gh_cpu_shared          8192     1     5       25     4        3.908        3.908        --           41.121       --        
gh_cpu_shared          8192     1     5       25     8        3.631        3.631        --           41.176       --        
gh_cpu_shared          8192     1     5       25     16       3.834        3.834        --           41.163       --        
gh_cpu_shared          8192     1     5       25     32       3.869        3.869        --           41.155       --        
gh_cpu_shared          8192     1     5       25     64       3.957        3.957        --           41.155       --        
gh_cpu_shared          8192     1     5       30     1        11.710       11.710       --           40.897       --        
gh_cpu_shared          8192     1     5       30     2        6.613        6.613        --           40.853       --        
