Sequential,-1,3.374699,3.353376,3.379618
Sequential,-1,3.373381,3.351121,3.377174
Sequential,-1,3.374867,3.354017,3.380581
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.372625,3.276092,3.390233
Sequential,-1,3.384354,3.361193,3.388777
Sequential,-1,3.383352,3.359320,3.387590
Sequential,-1,3.382898,3.359477,3.386818
Sequential,-1,3.383633,3.361070,3.387976
Sequential,-1,3.384289,3.361106,3.388413
Sequential,-1,3.384427,3.360112,3.389517
Sequential,-1,3.383970,3.359721,3.388404
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.383307,3.361332,3.387135
Sequential,-1,3.383768,3.362082,3.387645
Sequential,-1,3.382413,3.361181,3.386327
Sequential,-1,3.384139,3.367728,3.388039
Sequential,-1,3.383368,3.361300,3.387815
Sequential,-1,3.384453,3.361907,3.388573
Sequential,-1,3.383053,3.361653,3.386768
Sequential,-1,3.383380,3.359593,3.387246
Sequential,-1,3.383101,3.359016,3.387195
Sequential,-1,3.383553,3.360865,3.387684
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.383483,3.362680,3.387501
Sequential,-1,3.384597,3.362475,3.389554
Sequential,-1,3.383001,3.360812,3.386772
Sequential,-1,3.383703,3.361255,3.387856
Sequential,-1,3.382832,3.361518,3.387150
Sequential,-1,3.382954,3.361695,3.386620
Sequential,-1,3.382381,3.360102,3.386708
Sequential,-1,3.384932,3.359913,3.389695
Sequential,-1,3.384673,3.373955,3.387875
Sequential,-1,3.383862,3.359937,3.389194
Sequential,-1,3.383154,3.359881,3.387651
Sequential,-1,3.383789,3.359772,3.388483
Sequential,-1,3.382929,3.360162,3.387171
Sequential,-1,3.383036,3.359475,3.387202
Sequential,-1,3.405736,3.384275,3.409439
Sequential,-1,3.406554,3.384880,3.410897
Sequential,-1,3.406102,3.384139,3.410186
Sequential,-1,3.406233,3.382978,3.410932
Sequential,-1,3.406507,3.383382,3.410478
Sequential,-1,3.406167,3.383321,3.410209
Sequential,-1,3.406040,3.383015,3.410069
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.375490,3.351927,3.379843
Sequential,-1,3.374730,3.351532,3.379062
Sequential,-1,3.378803,3.355853,3.384036
Sequential,-1,3.375960,3.351691,3.379925
Sequential,-1,3.377816,3.352480,3.385791
Sequential,-1,3.379095,3.352813,3.384619
Sequential,-1,3.375639,3.351537,3.380731
Sequential,-1,3.373377,3.347375,3.378015
Sequential,-1,3.374922,3.347884,3.379635
Sequential,-1,3.373265,3.347264,3.377898
Sequential,-1,3.372874,3.347204,3.377506
Sequential,-1,3.372651,3.345655,3.377941
Sequential,-1,3.372469,3.345623,3.376832
Sequential,-1,3.372654,3.346031,3.377452
Sequential,-1,3.161485,3.138118,3.164967
Sequential,-1,3.162108,3.136691,3.166375
Sequential,-1,3.162932,3.138172,3.167620
Sequential,-1,3.160559,3.136278,3.164368
Sequential,-1,3.160567,3.136458,3.165362
Sequential,-1,3.160358,3.136838,3.164788
Sequential,-1,3.160899,3.135898,3.164696
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.385227,3.362508,3.389302
Sequential,-1,3.384915,3.361812,3.389610
Sequential,-1,3.385521,3.362188,3.389443
Sequential,-1,3.379088,3.361105,3.384471
Sequential,-1,3.385542,3.362021,3.390181
Sequential,-1,3.384907,3.361780,3.388843
Sequential,-1,3.379962,3.361894,3.389560
Sequential,-1,3.381741,3.356121,3.388658
Sequential,-1,3.381466,3.356879,3.387497
Sequential,-1,3.381150,3.355728,3.387234
Sequential,-1,3.381430,3.356192,3.387133
Sequential,-1,3.380873,3.356614,3.389082
Sequential,-1,3.381982,3.357221,3.387776
Sequential,-1,3.381345,3.356213,3.389309
Sequential,-1,3.171021,3.147040,3.175041
Sequential,-1,3.170663,3.146826,3.174887
Sequential,-1,3.170581,3.146807,3.174669
Sequential,-1,3.170199,3.146467,3.173743
Sequential,-1,3.171264,3.145624,3.175810
Sequential,-1,3.169728,3.145609,3.173823
Sequential,-1,3.170928,3.146141,3.174716
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.382223,3.360709,3.386729
Sequential,-1,3.380773,3.355234,3.385615
Sequential,-1,3.381572,3.355894,3.385962
Sequential,-1,3.380940,3.356246,3.385107
Sequential,-1,3.381576,3.357346,3.386620
Sequential,-1,3.382575,3.357785,3.387622
Sequential,-1,3.380929,3.355707,3.385056
Sequential,-1,3.170805,3.146722,3.175070
Sequential,-1,3.169605,3.145666,3.173143
Sequential,-1,3.169698,3.147007,3.173319
Sequential,-1,3.170293,3.146123,3.174708
Sequential,-1,3.169774,3.146074,3.173448
Sequential,-1,3.169442,3.145392,3.173492
Sequential,-1,3.170205,3.146160,3.174688
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.375357,3.348244,3.380670
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.382455,3.354779,3.389213
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.168798,3.145098,3.172805
Sequential,-1,3.169089,3.144499,3.173624
Sequential,-1,3.157556,3.095427,3.172297
Sequential,-1,3.168628,3.144544,3.172389
Sequential,-1,3.169062,3.144007,3.173357
Sequential,-1,3.160583,3.136552,3.164673
Sequential,-1,3.168706,3.144860,3.172238
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.173211,3.148066,3.177363
Sequential,-1,3.149852,3.092077,3.177426
Sequential,-1,3.174130,3.150125,3.179107
Sequential,-1,3.174410,3.149339,3.178525
Sequential,-1,3.174255,3.149549,3.178183
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.381921,3.356358,3.386328
Sequential,-1,3.380249,3.355009,3.384230
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.382998,3.356468,3.387832
Sequential,-1,3.383148,3.356563,3.387885
Sequential,-1,3.383047,3.355947,3.387856
Sequential,-1,3.382546,3.354865,3.387913
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.384728,3.356283,3.391674
Sequential,-1,3.382699,3.355715,3.387686
Sequential,-1,3.382874,3.356520,3.387189
Sequential,-1,3.382551,3.356283,3.387115
Sequential,-1,3.382952,3.355206,3.387985
Sequential,-1,3.383152,3.357119,3.387435
Sequential,-1,3.383760,3.358736,3.387884
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.381313,3.355001,3.386079
Sequential,-1,3.381170,3.355975,3.385325
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.380206,3.355142,3.384258
Sequential,-1,3.381794,3.357524,3.388424
Sequential,-1,3.318937,3.301074,3.378027
Sequential,-1,3.380687,3.356334,3.385256
Sequential,-1,3.380722,3.356622,3.385963
Sequential,-1,3.380993,3.357247,3.384697
Sequential,-1,3.380453,3.356481,3.384403
Sequential,-1,3.383004,3.356499,3.387792
Sequential,-1,3.382436,3.355717,3.387223
Sequential,-1,3.383323,3.357354,3.387918
Sequential,-1,3.382792,3.355921,3.387596
Sequential,-1,3.383345,3.357674,3.387875
Sequential,-1,3.383326,3.358007,3.387587
Sequential,-1,3.382889,3.355856,3.387534
Sequential,-1,3.380860,3.355666,3.385376
Sequential,-1,3.381130,3.356731,3.385581
Sequential,-1,3.380189,3.356749,3.384351
Sequential,-1,3.381833,3.358330,3.385434
Sequential,-1,3.380704,3.355777,3.384748
Sequential,-1,3.381131,3.355530,3.385055
Sequential,-1,3.380254,3.355067,3.384955
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.383260,3.358145,3.388198
Sequential,-1,3.381581,3.355753,3.386032
Sequential,-1,3.380949,3.355677,3.385155
Sequential,-1,3.380923,3.356436,3.384786
Sequential,-1,3.381969,3.358054,3.386202
Sequential,-1,3.380994,3.356529,3.384952
Sequential,-1,3.381716,3.356361,3.385945
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Sequential,-1,3.392365,3.367191,3.398567
Sequential,-1,3.392512,3.366238,3.397757
Sequential,-1,3.391981,3.366255,3.398088
Sequential,-1,3.392769,3.368764,3.397672
Sequential,-1,3.392842,3.369711,3.398447
Sequential,-1,3.392396,3.367775,3.397454
Sequential,-1,3.392207,3.366292,3.398183
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
Implementation,blockSize,av_loop_t,min_loop_t,max_loop_t
